rel-1,0.23794501708348811
fmf-1,0.13721156329511508
pp1-1,0.4540084275993636
pna-1,0.08964071869927254
c837-1,0.10999359311682672
adv-1,0.14744006621350608
asm-1,0.15784422389858135
vad-1,0.16557762275775065
MT1-1,0.4372538416503554
MT2-1,0.1636763794052565
bk1-1,0.23260358933087288
rel-2,0.26423280854258424
fmf-2,0.0777561736027876
pp1-2,0.39450548699176574
pna-2,0.07979815045066851
c837-2,0.005955487696566634
adv-2,0.2293144752772723
asm-2,0.17639416984179832
vad-2,0.30277610059976434
MT1-2,0.24030945698148776
MT2-2,0.209894618067044
bk1-2,0.21632570985778132
rel-3,0.27654232308882765
fmf-3,0.17081570135632398
pp1-3,0.41852105761147484
pna-3,0.14256834102851895
c837-3,0.05906929147288508
adv-3,0.2114827435774833
asm-3,0.13091934785478815
vad-3,0.2846905743914453
MT1-3,0.2972540676084695
MT2-3,0.3400950797575372
bk1-3,0.21444652388455027
rel-4,0.403000759940401
fmf-4,0.08577688852922591
pp1-4,0.4120239660780307
pna-4,0.07329161314074155
c837-4,0.31111929442363806
adv-4,0.2972707003767875
asm-4,0.43200874068154205
vad-4,0.38742852681250173
MT1-4,0.2859933137044762
MT2-4,0.19313192780042815
bk1-4,0.03151640358381646
rel-5,0.2552548752495064
fmf-5,0.08730440522280306
pp1-5,0.42590444793107307
pna-5,0.09502734176443701
c837-5,0.12225226388735061
adv-5,0.29546536763340236
asm-5,0.33388438921354463
vad-5,0.20318184040129342
MT1-5,0.2878307950996945
MT2-5,0.40690339125135744
bk1-5,0.3584895290568246
